,grade,module,week,question_stem,choice,correct_answer
2893,14,6,2,17. 对疑有早期原发性肝癌的患者，应首先用哪一种方法检查较好：(2.5分),A.同位素肝扫描  B.血清甲胎蛋白动态观察检查  C.肝区超声波检查  D.血清γˉ谷氨酰转肽酶  E.选择性肝动脉造影,
2894,14,6,2,18. 肝移植的适应症不包括：(2.5分),A.急性肝衰竭 B.重型肝炎 C.先天性胆道闭锁 D.肝硬化失代偿合并小肝癌 E.肝脏巨大血管瘤,
2895,14,6,2,19. 门脉高压症发生消化道出血的主要原因是：(2.5分),A.痔静脉曲张  B.脾肿大破裂  C.腹壁静脉曲张  D.食管下段和胃底静脉曲张,
2896,14,6,2,20. Couinaud分段法将肝脏分为8段，其中尾状叶在：(2.5分),A.Ⅰ段  B.Ⅱ段  C.Ⅲ段  D.Ⅴ段  E.Ⅷ段 ,
2897,14,6,2,21. Couinaud肝脏分段法是根据以下哪项解剖结构为基础： (2.5分),A.肝动脉、门静脉       B.门静脉、胆道       C.肝静脉、胆道       D.肝静脉、门静脉       E.Glisson纤维鞘,
2898,14,6,2,22. 肝癌最主要的转移途径是：(2.5分),A.直接侵犯    B.淋巴转移 C.血行转移 D.腹腔内种植 E.肝内转移,
2899,14,6,2,23. 下列哪项不是肝硬变腹水形成机制： (2.5分),A.低蛋白血症  B.门静脉压力增高 C.肝内淋巴的产生增多 D.肝静脉阻力增高 E.醛固酮分泌减少,
2900,14,6,2,24. The major reasons for liver cirrhosis in China and Western countries are(2.5分),A.HBV and nonalcoholic fatty liver disease B.HBV and HCV C.HCV and nonalcoholic fatty liver disease D.HCV and HBV E.nonalcoholic fatty liver disease and HCV,
2901,14,6,2,25. Which marker has the highest sensitivity and specificity for hepatocellular carcinoma? (2.5分),A.AFP B.CEA C.CA125 D.CA199 E.PSA,
2902,14,6,2,26. 下列不属于兴奋性神经递质的是(2.5分),A.γ-氨基丁酸 B.去甲肾上腺素 C.乙酰胆碱 D.门冬氨酸 E.多巴胺,
2903,14,6,2,27. 肝硬化腹水形成的原因不包括(2.5分),A.门静脉压力增高 B.血浆胶体渗透压降低 C.肝脏淋巴液失平衡 D.甲状腺功能减退 E.低蛋白血症,
2904,14,6,2,28. 自发性细菌性腹膜炎常见致病菌应是 (2.5分),A.大肠杆菌和副大肠杆菌 B.溶血链球菌和肺炎双球菌 C.厌氧菌和链球菌 D.大肠杆菌和厌氧菌 E.绿脓杆菌和葡萄球菌,
2905,14,6,2,29. 治疗肝硬化并上消化道出血(2.5分),A.休息，低盐饮食，限制入量，补充蛋白，给利尿剂 B.休息，高热量高蛋白饮食，护肝治疗 C.休息，高热量限制蛋白饮食，输入支链氨基酸 D.休息，禁食，积极补足血容量及采用各种止血措施 E.休息，控制输液量，纠正电解质紊乱，限制蛋白质,
2906,14,6,2,30. 肝硬化患者两个月前发现腹水，昨天突然出现剧烈腹痛、伴呕吐、发热、腹水迅速增加，并排出少量暗红色血便，最可能出现哪种情况 (2.5分),A.食管静脉曲张破裂出血 B.急性胰腺炎 C.合并肝癌破裂 D.门静脉血栓形成 E.合并脾破裂出血,
2907,14,6,2,31. 肝肾综合征主要与下列哪项因素有关(2.5分),A.肾小管坏死 B.肾小球坏死 C.肾皮质血流量减少 D.肾间质炎性病变 E.胆红素对肾脏的毒性,
2908,14,6,2,32. 肝硬化患者有出血倾向，与下列哪项因素关系最小(2.5分),A.肝合成凝血因子减少 B.低白蛋白血症 C.毛细血管脆性增加 D.脾功能亢进 E.胃肠道黏膜炎症糜烂,
2909,14,6,2,33. 男性，38岁，患肝硬化3年，一周来畏寒发热，体温38℃左右，全腹痛，腹部明显膨胀，尿量500ml/d。住院后经检查有以下体征，对目前病情判断最有意义的是 (2.5分),A.蜘蛛痣及肝掌 B.腹壁静脉曲张呈海蛇头样 C.脾肿大 D.全腹压痛及反跳痛 E.腹部移动性浊音阳性,
2910,14,6,2,34. 应用三腔管压迫止血，哪项不正确(2.5分),A.先向胃气囊充气150－200ml B.管端悬以重量约1.0kg的物品，作牵引压迫 C.若仍有出血，再向食管气囊注气100－150ml D.放置三腔管的时间不宜持续超过3－5天 E.每隔12小时，应将气囊放空10－20分钟,
2911,14,6,2,35. 门脉高压症的主要临床表现：(2.5分),A.腹胀食欲减退  B.食管胃底静脉伴出血  C.血白细胞和血小板减少  D.肝肿大  E.肝功能减退,
2912,14,6,2,"36. A 78-year-old woman undergoes successful endoscopic stenting of the common bile duct for obstructive jaundice secondary to an cholangiocarcinoma. Two weeks later, she consults her physician because of a fever of 39°C, general malaise, nausea, and right upper quadrant (RUQ) discomfort. On physical examination, jaundice and RUQ tenderness are noted. Laboratory test results show leukocytosis, anemia, and an elevated serum bilirubin level. Chest x-ray shows no acute infiltrate, but the right diaphragm is elevated. What is the most likely diagnosis?(2.5分)",A.Cholangitis B.Liver abscess C.Acute calculous cholecystitis D.Liver metastasis E.Pneumonia,
2913,14,6,2,37. A 35-year-old man presents with right upper quadrant pain. He had travelled to India 6 months ago. His WBC and ALP are raised with a normal serum bilirubin. Serology for antibodies to Entamoeba histolytica is positive. Abdominal ultrasonography showed a solitary abscess measuring 8 cm in diameter in the right lobe of the liver. Which is preferred therapy?(2.5分),A.Metronidazole alone B.Percutaneous drainage  C.Resection D.Deroofing E.Observation alone,
2914,14,6,2,38. 下列哪种说法不符合阿米巴性肝脓肿的常见表现：(2.5分),A.有慢性腹泻病史 B.病灶较大，多为单发，好发于肝左叶 C.白细胞计数可增加 D.脓液呈巧克力色，细菌培养常为阴性 E.甲硝唑单药治疗有效,
2915,14,6,2,39. 下列哪种疾病与肝脓肿发生的相关性最小：(2.5分),A.伴有反复胆管炎的肝内胆管结石 B.急性化脓性阑尾炎 C.亚急性细菌性心内膜炎 D.糖尿病 E.肝囊肿,
2916,14,6,2,40. 下列哪一项不是典型肝脓肿在CT图像上的表现？(2.5分),A.平扫示低密度占位，中心区CT值略高于水 B.多为圆或椭圆形，部分腔内有隔 C.多数病灶边缘不清楚 D.脓肿周围出现不同密度环征 E.增强扫描脓肿壁无强化,
3187,15,6,2,1. 关于肝细胞气球样变细胞中下列哪一项改变是错误的 (2.5分),A.细胞内糖原增多  B.细胞内水分增多  C.内质网扩张、囊泡变性  D.线立体肿胀、嵴消失  E.粗面内质网核蛋白体颗粒消失 ,
3188,15,6,2,2. 引起门脉高压的原因一般不包括 (2.5分),A.假小叶压迫小叶下静脉  B.纤维组织压迫中央静脉  C.肝窦狭窄、闭合  D.肝动脉和门静脉之间形成吻合支  E.肝动脉与肝静脉之间形成吻合支 ,
3189,15,6,2,3. 肝细胞癌患者最有诊断意义的血清学指标是 (2.5分),A.甲胎蛋白  B.癌胚抗原  C.碱性磷酸酶  D.酸性磷酸酶  E.γ-谷氨酰转肽酶 ,
3190,15,6,2,4. 急性重型肝炎的病变性质是 (2.5分),A.以肝细胞变性为主的炎症  B.以肝细胞坏死为主的炎症  C.以肝细胞增生为主的炎症  D.以汇管区渗出为主的炎症  E.以汇管区增生为主的炎症 ,
3191,15,6,2,5. 肝硬化腹水生成的机制中，不正确的说法是 (2.5分),A.肝脏合成清蛋白减少  B.血内抗利尿激素、醛固酮增高  C.结缔组织增生、肝静脉受压  D.门静脉淤血、血管壁通透性增强  E.肝窦内压力升高 ,
3192,15,6,2,6. 不符合病毒性肝炎基本病变的是 (2.5分),A.肝细胞变性坏死  B.慢性炎细胞浸润  C.纤维组织增生  D.Kupffer细胞异型增生  E.小胆管增生 ,
3193,15,6,2,7. 桥接坏死常见于 (2.5分),A.急性重型肝炎  B.慢性轻度肝炎  C.慢性重度肝炎  D.急性普通型肝炎  E.亚急性重型肝炎 ,
3194,15,6,2,8. 下列哪项对诊断门静脉高压最有特征性？ (2.5分),A.脾大  B.腹水  C.侧支循环的建立及开放  D.蜘蛛痣  E.脾功能亢进表现 ,
3195,15,6,2,9. 下列关于肝脏的功能，不正确的是： (2.5分),A.分泌功能       B.代谢功能     C.解毒作用      D.合成功能     E.氧合功能,
3196,15,6,2,10. 女性，57岁，CT示肝左外叶8cm占位，无血管侵犯，肝肾功能正常，首选治疗方案：(2.5分),A.手术切除 B.经肝动脉化学治疗和栓塞 C.全身化学治疗和中医治疗 D.肝肿瘤局部无水酒精注射 E.生物治疗,
3197,15,6,2,11. 一名49岁男性，因右季肋部疼痛半月余，加重一天入院，以往健康，检查时发现血HBsAg阳性，AFP500ug/L。下面哪一种辅助检查不利于明确诊断：(2.5分),A.B超 B.X片 C.CT D.磁共振 E.PET-CT,
3198,15,6,2,12. 原发性肝癌的主要并发症不包括：(2.5分),A.肝性脑病                                          B.癌肿破裂出血 C.上消化道出血                                      D.低血糖症 E.继发感染,
3199,15,6,2,13. 上消化道出血的首选诊断方法是：(2.5分),A.鼻胃管或三腔管检查                              B.早期内镜检查 C.选择性腹腔动脉或肠系膜上动脉造影                D.X线钡餐检查 E.核素检查,
3200,15,6,2,14. 肝硬化患者出现血性腹水，但无腹痛及发烧。首先考虑可能并发：(2.5分),A.原发性腹膜炎 B.原发性肝癌 C.结核性腹膜炎 D.肝肾综合征 E.门静脉血栓形成,
3201,15,6,2,15. 目前肝癌早期宜采用哪一种治疗为主： (2.5分),A.放射疗法  B.化学疗法  C.手术切除  D.中医中药  E.中医中药 ,
3202,15,6,2,16. 肝癌血行肝外转移最多见于：(2.5分),A.肺  B.胰  C.脑  D.肾  E.脑 ,
3203,15,6,2,17. 对疑有早期原发性肝癌的患者，应首先用哪一种方法检查较好：(2.5分),A.同位素肝扫描  B.血清甲胎蛋白动态观察检查  C.肝区超声波检查  D.血清γˉ谷氨酰转肽酶  E.选择性肝动脉造影,
3204,15,6,2,18. 肝移植的适应症不包括：(2.5分),A.急性肝衰竭 B.重型肝炎 C.先天性胆道闭锁 D.肝硬化失代偿合并小肝癌 E.肝脏巨大血管瘤,
3205,15,6,2,19. 门脉高压症发生消化道出血的主要原因是：(2.5分),A.痔静脉曲张  B.脾肿大破裂  C.腹壁静脉曲张  D.食管下段和胃底静脉曲张,
3206,15,6,2,20. Couinaud分段法将肝脏分为8段，其中尾状叶在：(2.5分),A.Ⅰ段  B.Ⅱ段  C.Ⅲ段  D.Ⅴ段  E.Ⅷ段 ,
3207,15,6,2,21. Couinaud肝脏分段法是根据以下哪项解剖结构为基础： (2.5分),A.肝动脉、门静脉       B.门静脉、胆道       C.肝静脉、胆道       D.肝静脉、门静脉       E.Glisson纤维鞘,
3208,15,6,2,22. 肝癌最主要的转移途径是：(2.5分),A.直接侵犯    B.淋巴转移 C.血行转移 D.腹腔内种植 E.肝内转移,
3209,15,6,2,23. 下列哪项不是肝硬变腹水形成机制： (2.5分),A.低蛋白血症  B.门静脉压力增高 C.肝内淋巴的产生增多 D.肝静脉阻力增高 E.醛固酮分泌减少,
3210,15,6,2,24. The major reasons for liver cirrhosis in China and Western countries are (2.5分),A.HBV and nonalcoholic fatty liver disease B.HBV and HCV C.HCV and nonalcoholic fatty liver disease D.HCV and HBV E.nonalcoholic fatty liver disease and HCV,
3211,15,6,2,25. Which marker has the highest sensitivity and specificity for hepatocellular carcinoma? (2.5分),A.AFP B.CEA C.CA125 D.CA199 E.PSA,
3212,15,6,2,26. 下列不属于兴奋性神经递质的是(2.5分),A.γ-氨基丁酸 B.去甲肾上腺素 C.乙酰胆碱 D.门冬氨酸 E.多巴胺,
3213,15,6,2,27. 肝硬化腹水形成的原因不包括(2.5分),A.门静脉压力增高 B.血浆胶体渗透压降低 C.肝脏淋巴液失平衡 D.甲状腺功能减退 E.低蛋白血症,
3214,15,6,2,28. 自发性细菌性腹膜炎常见致病菌应是 (2.5分),A.大肠杆菌和副大肠杆菌 B.溶血链球菌和肺炎双球菌 C.厌氧菌和链球菌 D.大肠杆菌和厌氧菌 E.绿脓杆菌和葡萄球菌,
3215,15,6,2,29. 治疗肝硬化并上消化道出血(2.5分),A.休息，低盐饮食，限制入量，补充蛋白，给利尿剂 B.休息，高热量高蛋白饮食，护肝治疗 C.休息，高热量限制蛋白饮食，输入支链氨基酸 D.休息，禁食，积极补足血容量及采用各种止血措施 E.休息，控制输液量，纠正电解质紊乱，限制蛋白质,
3216,15,6,2,30. 肝硬化患者两个月前发现腹水，昨天突然出现剧烈腹痛、伴呕吐、发热、腹水迅速增加，并排出少量暗红色血便，最可能出现哪种情况 (2.5分),A.食管静脉曲张破裂出血 B.急性胰腺炎 C.合并肝癌破裂 D.门静脉血栓形成 E.合并脾破裂出血,
3217,15,6,2,31. 查体于肿大的肝脏表面听到血管杂音时，应考虑(2.5分),A.布加综合征 B.门脉血栓形成 C.肝硬化失代偿期 D.原发性肝癌 E.慢性肝炎,
3218,15,6,2,32. 肝硬化腹水治疗，一般不主张采用(2.5分),A.高蛋白饮食 B.低盐饮食 C.卧床休息 D.强烈利尿 E.腹水浓缩回输,
3219,15,6,2,33. 男性，38岁，患肝硬化3年，一周来畏寒发热，体温38℃左右，全腹痛，腹部明显膨胀，尿量500ml/d。住院后经检查有以下体征，对目前病情判断最有意义的是(2.5分),A.蜘蛛痣及肝掌 B.腹壁静脉曲张呈海蛇头样 C.脾肿大 D.全腹压痛及反跳痛 E.腹部移动性浊音阳性,
3220,15,6,2,34. 应用三腔管压迫止血，哪项不正确(2.5分),A.先向胃气囊充气150－200ml B.管端悬以重量约1.0kg的物品，作牵引压迫 C.若仍有出血，再向食管气囊注气100－150ml D.放置三腔管的时间不宜持续超过3－5天 E.每隔12小时，应将气囊放空10－20分钟,
3221,15,6,2,35. 门脉高压症的主要临床表现：(2.5分),A.腹胀食欲减退  B.食管胃底静脉伴出血  C.血白细胞和血小板减少  D.肝肿大  E.肝功能减退,
3222,15,6,2,"36. A 78-year-old woman undergoes successful endoscopic stenting of the common bile duct for obstructive jaundice secondary to an cholangiocarcinoma. Two weeks later, she consults her physician because of a fever of 39°C, general malaise, nausea, and right upper quadrant (RUQ) discomfort. On physical examination, jaundice and RUQ tenderness are noted. Laboratory test results show leukocytosis, anemia, and an elevated serum bilirubin level. Chest x-ray shows no acute infiltrate, but the right diaphragm is elevated. What is the most likely diagnosis?(2.5分)",A.Cholangitis B.Liver abscess C.Acute calculous cholecystitis D.Liver metastasis E.Pneumonia,
3223,15,6,2,37. A 35-year-old man presents with right upper quadrant pain. He had travelled to India 6 months ago. His WBC and ALP are raised with a normal serum bilirubin. Serology for antibodies to Entamoeba histolytica is positive. Abdominal ultrasonography showed a solitary abscess measuring 8 cm in diameter in the right lobe of the liver. Which is preferred therapy?(2.5分),A.Metronidazole alone B.Percutaneous drainage  C.Resection D.Deroofing E.Observation alone,
3224,15,6,2,38. 下列哪种说法不符合阿米巴性肝脓肿的常见表现：(2.5分),A.有慢性腹泻病史 B.病灶较大，多为单发，好发于肝左叶 C.白细胞计数可增加 D.脓液呈巧克力色，细菌培养常为阴性 E.甲硝唑单药治疗有效,
3225,15,6,2,39. 下列哪种疾病与肝脓肿发生的相关性最小：(2.5分),A.伴有反复胆管炎的肝内胆管结石 B.急性化脓性阑尾炎 C.亚急性细菌性心内膜炎 D.糖尿病 E.肝囊肿,
3226,15,6,2,40. 一位68岁的男性患者因主诉右上腹痛伴高热三天来医院就诊，问诊得知他患有2型糖尿病多年，血常规检查发现该患者的白细胞计数升高至14×109/L，肝功能检查发现转氨酶轻度升高。腹部B超检查发现患者右肝内有一约6cm大小的病灶。该患者被诊断为细菌性肝脓肿，他的下一步的治疗方案是：(2.5分),A.口服抗生素治疗 B.超声引导下的肝脓肿穿刺引流 C.广谱抗生素+超声引导下的肝脓肿穿刺引流 D.开腹肝脓肿切开引流术 E.脓肿所在的肝叶切除手术,
