number,grade,module,week,question_stem,choice,answer
2459,13,7,6,40. 早期膀胱癌的临床主要表现为(2.0分),A.少尿、水肿、高血压 B.脓尿 C.无痛性血尿  D.肾病综合征  E.多尿、夜尿、低密度尿,
2460,13,7,6,41. 与肾细胞癌发生关系密切的基因是(2.0分),A.APC基因 B.Rb基因 C.WT-1基因 D.VHL基因 E.NF-1基因,
2461,13,7,6,42. 不符合肾母细胞瘤的描述是(2.0分),A.儿童患者多见 B.起源于肾小管上皮细胞  C.肿瘤呈鱼肉状 D.肿瘤细胞有多方向分化潜能 E.可经血道和淋巴道转移,
2462,13,7,6,43. 膀胱癌最常见的病理类型为(2.0分),A.尿路上皮癌 B.鳞癌 C.腺癌 D.肉瘤 E.母细胞瘤,
2463,13,7,6,44. 下列肿瘤中，哪种肿瘤的实质常由透明细胞组成(2.0分),A.直肠腺癌 B.肝细胞癌  C.肾细胞癌 D.胃粘液癌 E.乳腺髓样癌,
2464,13,7,6,45. 关于泌尿系梗阻，下列描述错误的是(2.0分),A.上尿路梗阻是指膀胱以上的梗阻 B.下尿路梗阻是指膀胱以下的梗阻 C.上尿路梗阻多为双侧，对肾功能影响发生快。 D.下尿路梗阻由于膀胱的代偿及缓冲作用，对肾功能的影响发生较,
2465,13,7,6,46. 不是BPH患者的手术指征的是(2.0分),A.单次急性尿潴留 B.反复血尿且药物治疗无效 C.反复泌尿系感染 D.膀胱结石 E.伴发肾功能不全,
2466,13,7,6,47. 在腹部泌尿系平片(KUB)中显影不清楚或不显影的肾结石是(2.0分),A.一水草酸钙结石 B.二水草酸钙结石 C.尿酸结石 D.胱氨酸结石 E.磷酸镁胺结石,
2467,13,7,6,48. 关于体外冲击波碎石术错误的是(2.0分),A.肾盂结石最容易粉碎 B.磷酸铵镁和二水草酸钙容易粉碎 C.常见并发症有：石街、梗阻、感染、绞痛、血尿 D.最佳适应症是肾盂内2.0cm以下单发结石,
2468,13,7,6,49. 患者男，70岁，因"饮酒后不能排尿，下腹憋胀难忍8 h"来诊。前列腺增生病史5年，无血尿史。查体：T 36.6 ℃；耻骨上区膨隆，按压有尿意，叩诊实音。目前诊断应首先考虑(2.0分),A.急性膀胱炎 B.膀胱结石 C.尿道狭窄 D.急性尿潴留 E.神经源性膀胱,
2469,13,7,6,50. 患者男，70岁，因"饮酒后不能排尿，下腹憋胀难忍8 h"来诊。前列腺增生病史5年，无血尿史。查体：T 36.6 ℃；耻骨上区膨隆，按压有尿意，叩诊实音。目前首选的治疗是(2.0分),A.直接膀胱造瘘 B.留置尿管＋α-受体阻滞药，7 d后试行拔除尿管 C.留置尿管4周后评估 D.直接手术治疗 E.α-受体阻滞药＋5α-还原酶抑制剂,
2751,14,7,6,1. 对泌尿系阳性结石，应首选何种检查为宜？(2.5分),A.腹部平片            B.ＣＴ            C.腹膜后充气造影 D.逆行肾盂造影       E.静脉肾盂造影,
2752,14,7,6,2. 下列成人最常见的肾肿瘤是：(2.5分),A.肾腺癌           B.肾盂乳头状瘤          C.肾母细胞瘤 D.神经母细胞瘤     E.肾盂乳头状癌,
2753,14,7,6,3. 肾呈分叶状增大，肾盂造影示肾盂肾盏弧形压迫、变狭、拉长、移位应诊断为：(2.5分),A.马蹄肾       B.肾盂癌       C.肾结核        D.肾囊肿 E.肾胚胎瘤,
2754,14,7,6,4. 关于多囊肾的叙述，哪项是正确的？(2.5分),A.病变多为单侧性    B.病变多累及全肾     C.肾外形常无改变 D.肾盂肾盏常有侵蚀破坏        E.肾功能较差，静脉肾盂造影不能显影,
2755,14,7,6,5. 肾盂结石的特征性形状是(2.5分),A.长条形   B.同心圆形   C.鹿角形   D.桑椹状   E.分层状,
2756,14,7,6,6. 马蹄肾平片典型征象是： (2.5分),A.肾影倒"八字"形     B.病侧肾下垂     C.肾影不清 D.肾区可见不规则钙化灶        E.肾外形不光整,
2757,14,7,6,7. 静脉尿路造影常用造影剂为：(2.5分),A.硫酸钡      B.泛影葡胺       C.碘化油     D.磁显葡胺      E.空气,
2758,14,7,6,8. 下列关于肾脏Ｘ线解剖的描述，哪项不妥？(2.5分),A.肾脏呈蚕豆形，其长轴指向外下方          B.成人肾脏长约10-15cm，宽约5-8cm C.儿童肾脏位置较成人略高                  D.左肾比右肾约高1-2cm E.婴儿肾外形可有分叶倾向,
2759,14,7,6,9. 下列哪项是排泄性肾盂造影的优点：(2.5分),A.输尿管显影清楚        B.碘过敏者可以使用        C.禁忌症多 D.不通过血液循环，全身反应少        E.能同时了解肾功能情况,
2760,14,7,6,10. 关于输尿管结石，下述正确的是：(2.5分),A.平片常不显影     B.应做ＣＴ增强扫描      C.静脉肾盂造影结石以上输尿管可扩张 D.静脉肾盂造影无改变        E.血尿比肾结石少见,
2761,14,7,6,"11. Polycystic kidney disease（多囊肾病） is a significant cause of renal failure that presents from early infancy to adulthood. Early-onset cases（早发病例） tend to affect one family member or siblings（同胞）, whereas adult-onset cases often show a vertical pattern（垂直传递方式）in the pedigree. Which of the following offers the best explanation of these facts?(2.5分)",A.Pleiotropy（多效性） B.Allelic heterogeneity（等位基因异质性） C.Locus heterogeneity（基因座异质性） D.Multifactorial inheritance（多因子遗传） E.Variable expressivity（可变的表现度）,
2762,14,7,6,12. 多囊肾症状可伴发出现在下列哪一种疾病中?(2.5分),A.Fanconi贫血 B.Noonan综合征 C.DiGeorge综合征 D.cystic fibrosis E.结节性硬化症（tuberous sclerosis）,
2763,14,7,6,13.  "The totality of exons in a genome" indicates(2.5分),A.transcriptome B.exome C.mutatome D.variome E.epigenome,
2764,14,7,6,14. Which gene's mutations account for approximately 85% of the polycystic kidney disease cases in clinically well characterized cohorts:(2.5分),A.PKD1 B.PKD2 C.PKD3 D.MHC E.DMD,
2765,14,7,6,15. 下列哪项符合AKI诊断标准：(2.5分),A.24h内Scr升高≥0.3mg/dL或7天内升高较基础值≥50% B.24h内Scr升高≥0.5mg/dL或7天内升高较基础值≥50%  C.48h内Scr升高≥0.3mg/dL或7天内升高较基础值≥50% D.48h内Scr升高≥0.5mg/dL或7天内升高较基础值≥50%  E.48h内Scr升高≥0.5mg/dL或7天内升高较基础值≥30% ,
2766,14,7,6,16. AKI患者心电图提示T波高尖，P-R间期延长，QRS波增宽，以下哪项是最正确的紧急处理步骤：(2.5分),A.10%葡萄糖酸钙溶液10ml静脉推注 B.6IU胰岛素加入到50ml50%葡萄糖液中静脉推注 C.呋塞米针40mg静脉推注 D.肾上腺素针1mg静脉推注 E.西地兰针 0.4mg静脉推注,
2767,14,7,6,17. 下列哪项可作为AKI时紧急透析的适应症？(2.5分),A.无尿 B.心包摩擦音 C.血肌酐>900μmol/L D.尿素>50mmol/L E.血钾6.4mmo/L,
2768,14,7,6,18. 决定膀胱癌预后的主要因素是 (2.5分),A.性别 B.年龄 C.肿瘤发生部位 D.组织学类型 E.肿瘤的分级,
2769,14,7,6,19. 膀胱癌的好发部位是(2.5分),A.随机发生 B.膀胱侧壁 C.膀胱颈 D.膀胱后壁 E.膀胱前壁,
2770,14,7,6,20. 关于肾细胞癌下列哪项描述是正确的 (2.5分),A.常在早期即有临床症状 B.大部分患者因血尿、腰痛和腰部肿块三联症被发现 C.典型组织病理学形态为透明细胞癌 D.转移少见，发生时也只局限于肾周 E.肉眼上肿瘤切面实性，灰白色，含少量脂质,
2771,14,7,6,21. 遗传性肾肿瘤常见于下列哪些疾病(2.5分),A.Von Hipple-Lindau综合征 B.Birt-Hogg-Duke综合征 C.遗传性乳头状肾癌 D.以上都是  E.以上都不是,
2772,14,7,6,22. PSA灰区是指(2.5分),A.<4ng/ml B.>4ng/ml C.4-10ng/ml D.>10ng/ml E.10-20ng/ml,
2773,14,7,6,23. 以下肾癌的副瘤综合征不包括以下哪个症状(2.5分),A.血尿 B.血沉快 C.高血压 D.高血钙 E.贫血,
2774,14,7,6,24. 70岁男性，因"体检发现PSA升高1周"入院。入院前，患者PSA检查提示：PSA 15.63ng/ml，B超提示前列腺左侧外周带多发低回声结节。患者因进一步行何检查以明确诊断(2.5分),A.DRE B.TURP C.前列腺穿刺活检 D.前列腺MRI E.前列腺CT,
2775,14,7,6,25. 续上题干，该患者确诊为"前列腺癌"，下列治疗方式中，哪项是不恰当的治疗(2.5分),A.前列腺癌根治术 B.双侧睾丸切除术 C.5-α还原酶抑制剂治疗 D.化学去势 E.放疗,
2776,14,7,6,26. 泌尿系损伤主要的临床表现是(2.5分),A.无尿和肾功能不全 B.出血和尿外渗 C.排尿困难 D.疼痛和肿块 E.以上都不是,
2777,14,7,6,27. 怀疑肾损伤时，首选的影像学检查方式是(2.5分),A.B超 B.MRI C.CT D.KUB+IVP E.膀胱镜,
2778,14,7,6,28. 肾损伤的保守治疗中很重要的一点的是嘱患者绝对卧床，一般绝对卧床的时间是(2.5分),A.24小时 B.3天 C.2周以上 D.1月以上 E.3-6个月,
2779,14,7,6,29. 输尿管损伤最常见的原因是(2.5分),A.骑跨伤 B.高处坠落伤 C.锐器外伤 D. 医源性损伤 E.以上都不是,
2780,14,7,6,30. 以下哪项不是肾损伤的临床表现(2.5分),A.血尿 B.疼痛 C.肿块 D.无尿 E.以上都是,
2781,14,7,6,31. 下列哪项不是因原尿返漏所引起的? (2.5分),A.少尿 B.肾间质水肿 C.肾小球滤过率下降 D.原尿流速缓慢 E.渗透性利尿,
2782,14,7,6,32. 慢性肾脏病(CKD)时，继发性PTH分泌过多的始动原因是(2.5分),"A.低钙血症 B.骨营养不良 C.1,25-(OH)2D3生成减少 D.肠吸收钙减少 E.高磷血症",
2783,14,7,6,33. 下列尿的变化指标中哪项表示慢性肾功能衰竭更严重(2.5分),A.夜尿增多 B.尿蛋白阳性 C.高渗尿 D.低渗尿 E.等渗尿,
2784,14,7,6,34. 患者女性35岁，因左侧腰部酸胀痛半年来院就诊，B超发现左肾积水，左侧输尿管扩张，左侧输尿管中下段梗阻考虑。该患者尿路梗阻描述正确的是(2.5分),A.动力性梗阻的可能性较大 B.后天性病因里输尿管结石最常见 C.下尿路梗阻引起的左侧输尿管扩张和左肾积水 D.上尿路梗阻的积水轻重和梗阻完全程度直接相关 E.上尿路梗阻发生后肾的分泌功能立刻丧失,
2785,14,7,6,35. 不属于肾内"安全阀"的是(2.5分),A.肾盂淋巴返流 B.肾盂静脉返流 C.肾盂肾窦返流 D.肾盂肾小管返流 E.肾盂肾小球返流,
2786,14,7,6,36. 不是BPH患者的手术指征的是(2.5分),A.单次急性尿潴留 B.反复血尿且药物治疗无效 C.反复泌尿系感染 D.膀胱结石 E.伴发肾功能不全,
2787,14,7,6,37. 不属于BPH微创治疗方法的是(2.5分),A.钬激光前列腺剜除术 B.绿激光前列腺汽化术 C.耻骨上前列腺摘除术 D.前列腺支架 E.前列腺柱状水囊扩张术,
2788,14,7,6,38. 在腹部泌尿系平片(KUB)中显影不清楚或不显影的肾结石是(2.5分),A.一水草酸钙结石 B.二水草酸钙结石 C.尿酸结石 D.胱氨酸结石 E.磷酸镁胺结石,
2789,14,7,6,39. 关于体外冲击波碎石术错误的是((2.5分),A.肾盂结石最容易粉碎 B.磷酸铵镁和二水草酸钙容易粉碎 C.常见并发症有：石街、梗阻、感染、绞痛、血尿 D.最佳适应症是肾盂内2.0cm以下单发结石 E.第一次体外碎石不成功，可以1周内连续碎石,
2790,14,7,6,40. 患者男，70岁，因"饮酒后不能排尿，下腹憋胀难忍8 h"来诊。前列腺增生病史5年，无血尿史。查体：T 36.6 ℃；耻骨上区膨隆，按压有尿意，叩诊实音。目前诊断应首先考虑(2.5分),A.急性膀胱炎 B.膀胱结石 C.尿道狭窄 D.急性尿潴留 E.神经源性膀胱,
